timestamp,value,anomaly_score,label,S(t)_standard
2015-02-26 21:42:53,11,0.0,0,0.0
2015-02-26 21:47:53,10,0.0,0,0.0
2015-02-26 21:52:53,3,1.0,0,0.0
2015-02-26 21:57:53,4,1.0,0,0.0
2015-02-26 22:02:53,9,1.0,0,0.0
2015-02-26 22:07:53,2,0.125,0,0.0
2015-02-26 22:12:53,4,0.0625,0,0.0
2015-02-26 22:17:53,7,0.375,0,0.0
2015-02-26 22:22:53,5,0.6875,0,0.0
2015-02-26 22:27:53,10,1.0,0,0.0
2015-02-26 22:32:53,4,0.0576923076923077,0,0.0
2015-02-26 22:37:53,6,0.903846153846154,0,0.0
2015-02-26 22:42:53,6,0.5576923076923077,0,0.0
2015-02-26 22:47:53,2,1.0,0,0.0
2015-02-26 22:52:53,2,0.015625,0,0.0
2015-02-26 22:57:53,9,1.0,0,0.0
2015-02-26 23:02:53,10,0.1282051282051282,0,0.0
2015-02-26 23:07:53,4,1.0,0,0.0
2015-02-26 23:12:53,5,0.00545950864422202,0,0.0
2015-02-26 23:17:53,4,0.6360327570518653,0,0.0
2015-02-26 23:22:53,4,1.0,0,0.0
2015-02-26 23:27:53,6,0.17636837532580366,0,0.0
2015-02-26 23:32:53,5,0.9092093831450913,0,0.0
2015-02-26 23:37:53,2,0.185490877497828,0,0.0
2015-02-26 23:42:53,1,0.5608166811468288,0,0.0
2015-02-26 23:47:53,5,1.0,0,0.0
2015-02-26 23:52:53,5,1.0,0,0.0
2015-02-26 23:57:53,9,0.657583363212621,0,0.0
2015-02-27 00:02:53,3,0.6354910775850181,0,0.0
2015-02-27 00:07:53,5,1.0,0,0.0
2015-02-27 00:12:53,1,1.0,0,0.0
2015-02-27 00:17:53,3,1.0,0,0.0
2015-02-27 00:22:53,2,1.0,0,0.0
2015-02-27 00:27:53,1,0.0919232652797788,0,0.0
2015-02-27 00:32:53,0,1.0,0,0.0
2015-02-27 00:37:53,3,0.5320579952472272,0,0.0
2015-02-27 00:42:53,2,1.0,0,0.0
2015-02-27 00:47:53,3,1.0,0,0.0
2015-02-27 00:52:53,1,0.13209210409784786,0,0.0
2015-02-27 00:57:53,5,0.8100388291866691,0,0.0
2015-02-27 01:02:53,2,0.16022844130693448,0,0.0
2015-02-27 01:07:53,7,0.1490313307428946,0,0.0
2015-02-27 01:12:53,4,0.0837853854575145,0,0.0
2015-02-27 01:17:53,7,0.2807699188254782,0,0.0
2015-02-27 01:22:53,1,0.5036530335409628,0,0.0
2015-02-27 01:27:53,5,0.06589261960055702,0,0.0
2015-02-27 01:32:53,1,0.11929115585082305,0,0.0
2015-02-27 01:37:53,0,1.0,0,0.0
2015-02-27 01:42:53,3,0.3082270084267981,0,0.0
2015-02-27 01:47:53,2,0.2610057879444182,0,0.0
2015-02-27 01:52:53,2,0.12875938928713798,0,0.0
2015-02-27 01:57:53,5,0.058807395076647874,0,0.0
2015-02-27 02:02:53,0,0.7633726802471594,0,0.0
2015-02-27 02:07:53,2,0.5768165686126323,0,0.0
2015-02-27 02:12:53,2,0.2504977622302223,0,0.0
2015-02-27 02:17:53,2,0.4717945122494711,0,0.0
2015-02-27 02:22:53,5,0.2421310245552352,0,0.0
2015-02-27 02:27:53,4,0.4985040766555155,0,0.0
2015-02-27 02:32:53,0,0.20824173889987727,0,0.0
2015-02-27 02:37:53,2,0.23744814245878654,0,0.0
2015-02-27 02:42:53,2,0.08820115472661516,0,0.0
2015-02-27 02:47:53,4,0.3842712742838559,0,0.0
2015-02-27 02:52:53,2,0.14500340817551868,0,0.0
2015-02-27 02:57:53,0,0.21519945458763984,0,0.0
2015-02-27 03:02:53,2,0.003733856857233708,0,0.0
2015-02-27 03:07:53,2,0.16817398350921844,0,0.0
2015-02-27 03:12:53,3,0.07362974287043404,0,0.0
2015-02-27 03:17:53,1,0.2436191268022282,0,0.0
2015-02-27 03:22:53,3,0.05850256975312304,0,0.0
2015-02-27 03:27:53,2,0.003244498992195455,0,0.0
2015-02-27 03:32:53,3,0.008666300596995587,0,0.0
2015-02-27 03:37:53,1,0.37220511110040827,0,0.0
2015-02-27 03:42:53,2,0.2939914476083032,0,0.0
2015-02-27 03:47:53,4,0.425739782894657,0,0.0
2015-02-27 03:52:53,1,0.19988273828891234,0,0.0
2015-02-27 03:57:53,1,0.147645542606129,0,0.0
2015-02-27 04:02:53,2,0.29903305637309463,0,0.0
2015-02-27 04:07:53,0,0.31662694659013946,0,0.0
2015-02-27 04:12:53,1,0.1460743312149866,0,0.0
2015-02-27 04:17:53,0,0.1254497935414039,0,0.0
2015-02-27 04:22:53,2,0.024684081196930427,0,0.0
2015-02-27 04:27:53,2,0.043597408847950485,0,0.0
2015-02-27 04:32:53,1,0.27069849095041776,0,0.0
2015-02-27 04:37:53,2,0.3589242635627396,0,0.0
2015-02-27 04:42:53,1,0.4615321010357419,0,0.0
2015-02-27 04:47:53,2,0.261384341648768,0,0.0
2015-02-27 04:52:53,2,0.10014291061501368,0,0.0
2015-02-27 04:57:53,3,0.33293156717950545,0,0.0
