timestamp,value,anomaly_score,label,S(t)_standard
2014-04-02 14:25:00,0.068,0.106185868792,0,0.0
2014-04-02 14:30:00,0.102,0.000345479301725,0,0.0
2014-04-02 14:35:00,0.1,2.03223118662e-05,0,0.0
2014-04-02 14:40:00,0.098,2.03223118662e-05,0,0.0
2014-04-02 14:45:00,0.102,4.06446237324e-05,0,0.0
2014-04-02 14:50:00,0.2,0.000995793281444,0,0.0
2014-04-02 14:55:00,0.1,0.00101611559331,0,0.0
2014-04-02 15:00:00,29.138,0.295059645985,0,0.0
2014-04-02 15:05:00,92.358,0.642388278091,0,0.0
2014-04-02 15:10:00,89.306,0.0310118479078,0,0.0
2014-04-02 15:15:00,89.81,0.00512122259028,0,0.0
2014-04-02 15:20:00,20.24,0.706911618266,0,0.0
2014-04-02 15:25:00,0.1,0.204645680493,0,0.0
2014-04-02 15:30:00,0.102,2.03223118662e-05,0,0.0
2014-04-02 15:35:00,0.102,3.2433304162e-18,0,0.0
2014-04-02 15:40:00,0.066,0.000365801613592,0,0.0
2014-04-02 15:45:00,0.098,0.000325156989859,0,0.0
2014-04-02 15:50:00,0.1,2.03223118662e-05,0,0.0
2014-04-02 15:55:00,0.102,2.03223118662e-05,0,0.0
2014-04-02 16:00:00,0.098,4.06446237324e-05,0,0.0
2014-04-02 16:05:00,0.098,7.61477575977e-18,0,0.0
2014-04-02 16:10:00,0.066,0.000325156989859,0,0.0
2014-04-02 16:15:00,0.098,0.000325156989859,0,0.0
2014-04-02 16:20:00,0.102,4.06446237324e-05,0,0.0
2014-04-02 16:25:00,0.068,0.000345479301725,0,0.0
2014-04-02 16:30:00,0.1,0.000325156989859,0,0.0
2014-04-02 16:35:00,0.102,2.03223118662e-05,0,0.0
2014-04-02 16:40:00,0.1,2.03223118662e-05,0,0.0
2014-04-02 16:45:00,0.102,2.03223118662e-05,0,0.0
2014-04-02 16:50:00,0.068,0.000345479301725,0,0.0
2014-04-02 16:55:00,0.1,0.000325156989859,0,0.0
2014-04-02 17:00:00,0.102,2.03223118662e-05,0,0.0
2014-04-02 17:05:00,73.17,0.74245534172,0,0.0
2014-04-02 17:10:00,84.05,0.110553376552,0,0.0
2014-04-02 17:15:00,94.87,0.109943707196,0,0.0
2014-04-02 17:20:00,68.828,0.26461682281,0,0.0
2014-04-02 17:25:00,0.102,0.698335602658,0,0.0
2014-04-02 17:30:00,0.066,0.000365801613592,0,0.0
2014-04-02 17:35:00,0.1,0.000345479301725,0,0.0
2014-04-02 17:40:00,8.1,0.0812892474648,0,0.0
2014-04-02 17:45:00,94.504,0.877964517243,0,0.0
2014-04-02 17:50:00,0.136,0.958887963095,0,0.0
2014-04-02 17:55:00,0.068,0.000690958603451,0,0.0
2014-04-02 18:00:00,0.102,0.000345479301725,0,0.0
2014-04-02 18:05:00,0.102,3.2433304162e-18,0,0.0
2014-04-02 18:10:00,0.098,4.06446237324e-05,0,0.0
2014-04-02 18:15:00,95.16,0.965939805312,0,0.0
2014-04-02 18:20:00,7.532,0.890401772106,0,0.0
2014-04-02 18:25:00,76.472,0.700510090028,0,0.0
2014-04-02 18:30:00,86.222,0.0990712703477,0,0.0
2014-04-02 18:35:00,94.076,0.0798057186986,0,0.0
2014-04-02 18:40:00,64.882,0.296644786311,0,0.0
2014-04-02 18:45:00,0.102,0.658239681346,0,0.0
2014-04-02 18:50:00,0.066,0.000365801613592,0,0.0
2014-04-02 18:55:00,0.102,0.000365801613592,0,0.0
2014-04-02 19:00:00,0.1,2.03223118662e-05,0,0.0
2014-04-02 19:05:00,0.1,3.66637351396e-18,0,0.0
2014-04-02 19:10:00,9.866,0.0992338488426,0,0.0
2014-04-02 19:15:00,0.1,0.0992338488426,0,0.0
2014-04-02 19:20:00,0.1,3.66637351396e-18,0,0.0
2014-04-02 19:25:00,0.068,0.000325156989859,0,0.0
2014-04-02 19:30:00,0.1,0.000325156989859,0,0.0
2014-04-02 19:35:00,0.066,0.000345479301725,0,0.0
2014-04-02 19:40:00,0.1,0.000345479301725,0,0.0
2014-04-02 19:45:00,0.1,3.66637351396e-18,0,0.0
2014-04-02 19:50:00,0.102,2.03223118662e-05,0,0.0
2014-04-02 19:55:00,0.068,0.000345479301725,0,0.0
2014-04-02 20:00:00,0.102,0.000345479301725,0,0.0
2014-04-02 20:05:00,0.102,3.2433304162e-18,0,0.0
2014-04-02 20:10:00,0.068,0.000345479301725,0,0.0
2014-04-02 20:15:00,0.098,0.000304834677993,0,0.0
2014-04-02 20:20:00,0.102,4.06446237324e-05,0,0.0
2014-04-02 20:25:00,0.1,2.03223118662e-05,0,0.0
2014-04-02 20:30:00,0.102,2.03223118662e-05,0,0.0
2014-04-02 20:35:00,0.066,0.000365801613592,0,0.0
2014-04-02 20:40:00,0.102,0.000365801613592,0,0.0
2014-04-02 20:45:00,0.102,3.2433304162e-18,0,0.0
2014-04-02 20:50:00,0.068,0.000345479301725,0,0.0
2014-04-02 20:55:00,0.1,0.000325156989859,0,0.0
2014-04-02 21:00:00,0.102,2.03223118662e-05,0,0.0
2014-04-02 21:05:00,0.102,3.2433304162e-18,0,0.0
2014-04-02 21:10:00,0.102,3.2433304162e-18,0,0.0
