timestamp,value,anomaly_score,prediction,label,S(t)_standard
2014-03-01 17:34:00,0.0,0.0126937373712,6753248.73839,0,0.0
2014-03-01 17:39:00,0.0,0.00724744425665,3855743.37577,0,0.0
2014-03-01 17:44:00,0.0,0.00705280969855,3752195.0239,0,0.0
2014-03-01 17:49:00,0.0,0.00441876379335,2350845.15616,0,0.0
2014-03-01 17:54:00,0.0,0.00904867065892,4814021.4284,0,0.0
2014-03-01 17:59:00,0.0,0.00810901835629,4314113.0451,0,0.0
2014-03-01 18:04:00,0.0,0.00801356140166,4263328.5882,0,0.0
2014-03-01 18:09:00,0.0,0.00710329720922,3779055.09731,0,0.0
2014-03-01 18:14:00,0.0,0.00547089374609,2910593.24833,0,0.0
2014-03-01 18:19:00,0.0,0.00270743855543,1440395.80102,0,0.0
2014-03-01 18:24:00,0.0,0.00589037148841,3133761.37063,0,0.0
2014-03-01 18:29:00,0.0,0.00608741367359,3238590.61434,0,0.0
2014-03-01 18:34:00,0.0,0.0033917210385,1804443.80992,0,0.0
2014-03-01 18:39:00,0.0,0.00565661768229,3009401.02268,0,0.0
2014-03-01 18:44:00,0.0,0.00539893790566,2872311.71828,0,0.0
2014-03-01 18:49:00,0.0,0.00298767373172,1589484.89869,0,0.0
2014-03-01 18:54:00,0.0,0.00449471477544,2391252.15837,0,0.0
2014-03-01 18:59:00,0.0,0.00612094979841,3256432.3095,0,0.0
2014-03-01 19:04:00,0.0,0.0029202052587,1553590.7119,0,0.0
2014-03-01 19:09:00,0.0,0.00367661381272,1956010.8159,0,0.0
2014-03-01 19:14:00,0.0,0.00575322051735,3060795.10426,0,0.0
2014-03-01 19:19:00,0.0,0.00525916561471,2797950.87246,0,0.0
2014-03-01 19:24:00,0.0,0.00269054756478,1431409.55387,0,0.0
2014-03-01 19:29:00,0.0,0.00662371824953,3523912.27296,0,0.0
2014-03-01 19:34:00,0.0,0.00203074575464,1080385.61099,0,0.0
2014-03-01 19:39:00,0.0,0.00608517307881,3237398.58606,0,0.0
2014-03-01 19:44:00,0.0,0.0039959462148,2125900.19351,0,0.0
2014-03-01 19:49:00,0.0,0.00410529711727,2184076.42818,0,0.0
2014-03-01 19:54:00,0.0,0.00576813015119,3068727.24142,0,0.0
2014-03-01 19:59:00,0.0,0.00309252719525,1645268.43191,0,0.0
2014-03-01 20:04:00,0.0,0.00728681078944,3876686.93086,0,0.0
2014-03-01 20:09:00,0.0,0.00474261941471,2523140.95073,0,0.0
2014-03-01 20:14:00,0.0,0.00408133261253,2171326.97097,0,0.0
2014-03-01 20:19:00,0.0,0.00683071377989,3634036.83781,0,0.0
2014-03-01 20:24:00,0.0,0.00242567147402,1290491.70805,0,0.0
2014-03-01 20:29:00,0.0,0.00415673355599,2211441.34481,0,0.0
2014-03-01 20:34:00,0.0,0.00431658466518,2296484.40738,0,0.0
2014-03-01 20:39:00,0.0,0.00347528736867,1848902.28557,0,0.0
2014-03-01 20:44:00,0.0,0.00469024019734,2495274.46245,0,0.0
2014-03-01 20:49:00,0.0,0.00657878640189,3500007.89126,0,0.0
2014-03-01 20:54:00,0.0,0.00478839437643,2547493.88111,0,0.0
2014-03-01 20:59:00,0.0,0.00631325518733,3358741.51026,0,0.0
