timestamp,value,anomaly_score,DTW_similarity,label,S(t)_standard
2014-04-01 00:00:00,-21.0483826823,0.0,1.4764,0.0,0.0
2014-04-01 00:05:00,-20.2954768676,0.0,4.38653,0.0,0.0
2014-04-01 00:10:00,-18.1272294683,0.0,9.14078,0.0,0.0
2014-04-01 00:15:00,-20.1716653997,0.0,15.1771,0.0,0.0
2014-04-01 00:20:00,-21.223761612,0.0,24.3512,0.0,0.0
2014-04-01 00:25:00,-19.1044911334,0.0,30.9913,0.0,0.0
2014-04-01 00:30:00,-21.5894464959,0.0,44.472,0.0,0.0
2014-04-01 00:35:00,-18.9450416275,0.0,51.6618,0.0,0.0
2014-04-01 00:40:00,-18.3058925306,0.0,61.2713,0.0,0.0
2014-04-01 00:45:00,-18.6397572378,0.0,70.5513,0.0,0.0
2014-04-01 00:50:00,-21.3480114749,0.0,81.0299,0.0,0.0
2014-04-01 00:55:00,-19.6692236762,0.0,92.1903,0.0,0.0
2014-04-01 01:00:00,-21.1877822545,0.0,105.151,0.0,0.0
2014-04-01 01:05:00,-20.124932244,0.0,118.514,0.0,0.0
2014-04-01 01:10:00,-19.9222364992,0.0,173.154,0.0,0.0
2014-04-01 01:15:00,-21.227652606,0.0,191.994,0.0,0.0
2014-04-01 01:20:00,-19.6939504468,0.0,205.975,0.0,0.0
2014-04-01 01:25:00,-21.2081309243,0.0,221.927,0.0,0.0
2014-04-01 01:30:00,-18.4026486599,0.0,239.305,0.0,0.0
2014-04-01 01:35:00,-20.5452432622,0.0,257.091,0.0,0.0
2014-04-01 01:40:00,-20.8103482262,0.0,275.671,0.0,0.0
2014-04-01 01:45:00,-21.5963895846,0.0,305.096,0.0,0.0
2014-04-01 01:50:00,-18.8972956749,0.0,324.662,0.0,0.0
2014-04-01 01:55:00,-20.4168795204,0.0,345.118,0.0,0.0
2014-04-01 02:00:00,-19.7330262548,0.0,364.293,0.0,0.0
2014-04-01 02:05:00,-19.5310866222,0.0,386.607,0.0,0.0
2014-04-01 02:10:00,-18.4268542208,0.0,411.283,0.0,0.0
2014-04-01 02:15:00,-18.5369333224,0.0,437.216,0.0,0.0
2014-04-01 02:20:00,-21.3479538458,0.0,464.937,0.0,0.0
2014-04-01 02:25:00,-20.9990137293,0.0,494.849,0.0,0.0
2014-04-01 02:30:00,-19.5293645212,0.0,525.012,0.0,0.0
2014-04-01 02:35:00,-21.3139463256,0.0,556.678,0.0,0.0
2014-04-01 02:40:00,-18.3230647393,0.0,588.621,0.0,0.0
2014-04-01 02:45:00,-20.4990956681,0.0,622.501,0.0,0.0
2014-04-01 02:50:00,-21.4727042109,0.0,658.998,0.0,0.0
2014-04-01 02:55:00,-21.3554569241,0.0,694.842,0.0,0.0
2014-04-01 03:00:00,-19.4911310398,0.0,729.935,0.0,0.0
2014-04-01 03:05:00,-20.9809354122,0.0,766.806,0.0,0.0
2014-04-01 03:10:00,-19.7098725821,0.0,805.261,0.0,0.0
2014-04-01 03:15:00,-21.3605526576,0.0,845.461,0.0,0.0
2014-04-01 03:20:00,-20.1230478006,0.0,886.332,0.0,0.0
2014-04-01 03:25:00,-21.0594281964,0.0,926.956,0.0,0.0
2014-04-01 03:30:00,-18.3142863292,0.0,969.826,0.0,0.0
2014-04-01 03:35:00,-20.3601038864,0.0,1051.43,0.0,0.0
2014-04-01 03:40:00,-20.2011367099,0.0,1093.05,0.0,0.0
2014-04-01 03:45:00,-20.4399068869,0.0,1136.92,0.0,0.0
2014-04-01 03:50:00,-20.7825664317,0.0,1181.07,0.0,0.0
2014-04-01 03:55:00,-21.6724358801,0.0,1226.44,0.0,0.0
2014-04-01 04:00:00,-21.1427283271,0.0,1273.19,0.0,0.0
2014-04-01 04:05:00,-18.8785519657,0.0,1319.87,0.0,0.0
2014-04-01 04:10:00,-21.3035850772,0.0,1367.33,0.0,0.0
2014-04-01 04:15:00,-18.4883187105,0.0,1414.89,0.0,0.0
2014-04-01 04:20:00,-20.4887943427,0.0,1463.07,0.0,0.0
2014-04-01 04:25:00,-21.531015233,0.0,1551.07,0.0,0.0
2014-04-01 04:30:00,-18.4044882169,0.0,1601.58,0.0,0.0
2014-04-01 04:35:00,-21.3987706132,0.0,1652.86,0.0,0.0
2014-04-01 04:40:00,-21.1944829369,0.0,1706.75,0.0,0.0
2014-04-01 04:45:00,-20.0151017354,0.0,1852.61,0.0,0.0
2014-04-01 04:50:00,-19.2355904092,0.0,1905.48,0.0,0.0
2014-04-01 04:55:00,-19.6217529123,0.0,1960.91,0.0,0.0
2014-04-01 05:00:00,-21.8746325428,0.0,2015.45,0.0,0.0
2014-04-01 05:05:00,-18.8067902246,0.0,2071.5,0.0,0.0
2014-04-01 05:10:00,-20.3184171513,0.0,2125.25,0.0,0.0
2014-04-01 05:15:00,-18.3329629915,0.0,2182.82,0.0,0.0
2014-04-01 05:20:00,-18.8715722568,0.0,2321.61,0.0,0.0
2014-04-01 05:25:00,-21.0532655523,0.0,2458.34,0.0,0.0
2014-04-01 05:30:00,-19.2103961614,0.0,2624.94,0.0,0.0
2014-04-01 05:35:00,-21.9430642823,0.0,2803.51,0.0,0.0
2014-04-01 05:40:00,-20.0032681724,0.0,2950.07,0.0,0.0
2014-04-01 05:45:00,-20.0661573012,0.0,3103.82,0.0,0.0
2014-04-01 05:50:00,-18.1452589573,0.0,3277.45,0.0,0.0
2014-04-01 05:55:00,-21.8261069983,0.0,3620.9,0.0,0.0
2014-04-01 06:00:00,-18.6969337635,0.0,3819.11,0.0,0.0
2014-04-01 06:05:00,-20.1533623952,0.0,4034.13,0.0,0.0
2014-04-01 06:10:00,-19.5826984398,0.0,4268.59,0.0,0.0
2014-04-01 06:15:00,-19.662338803,0.0,4523.38,0.0,0.0
2014-04-01 06:20:00,-20.5732006641,0.0,5284.61,0.0,0.0
2014-04-01 06:25:00,-20.6483547084,0.0,5488.76,0.0,0.0
2014-04-01 06:30:00,-18.6171544594,0.0,5685.25,0.0,0.0
2014-04-01 06:35:00,-19.9983466125,0.0,5901.3,0.0,0.0
2014-04-01 06:40:00,-21.1619097966,0.0,6117.96,0.0,0.0
2014-04-01 06:45:00,-19.7731459342,0.0,6281.09,0.0,0.0
2014-04-01 06:50:00,-18.6632178833,0.0,6493.85,0.0,0.0
2014-04-01 06:55:00,-19.2528677726,0.0,6712.82,0.0,0.0
2014-04-01 07:00:00,-18.8495182564,0.0,6934.97,0.0,0.0
2014-04-01 07:05:00,-18.5032698717,0.0,7161.66,0.0,0.0
2014-04-01 07:10:00,-19.5103245097,0.0,7396.12,0.0,0.0
2014-04-01 07:15:00,-20.1637449728,0.0,7634.2,0.0,0.0
2014-04-01 07:20:00,-18.2910061011,0.0,7882.16,0.0,0.0
2014-04-01 07:25:00,-20.4152934889,0.0,8134.42,0.0,0.0
2014-04-01 07:30:00,-21.9720977607,0.0,10485.6,0.0,0.0
2014-04-01 07:35:00,-21.8564997281,0.0,10745.5,0.0,0.0
2014-04-01 07:40:00,-21.316693928,0.0,10930.4,0.0,0.0
2014-04-01 07:45:00,-19.0653644512,0.0,11543.2,0.0,0.0
2014-04-01 07:50:00,-18.0896303859,0.0,11781.8,0.0,0.0
2014-04-01 07:55:00,-21.3341668115,0.0,12027.2,0.0,0.0
2014-04-01 08:00:00,-18.2228809279,0.0,12280.3,0.0,0.0
2014-04-01 08:05:00,-18.8225123259,0.0,12619.8,0.0,0.0
2014-04-01 08:10:00,-20.1778128618,0.0,12872.5,0.0,0.0
2014-04-01 08:15:00,-18.7135121566,0.0,12939.0,0.0,0.0
2014-04-01 08:20:00,-21.3351533252,0.0,13058.0,0.0,0.0
2014-04-01 08:25:00,-21.108638785,0.0,13113.4,0.0,0.0
2014-04-01 08:30:00,-21.0230780229,0.0,13233.6,0.0,0.0
2014-04-01 08:35:00,-21.2645104636,0.0,13416.5,0.0,0.0
2014-04-01 08:40:00,-18.8788071211,0.0,13674.9,0.0,0.0
2014-04-01 08:45:00,-20.9155695046,0.0,13841.1,0.0,0.0
2014-04-01 08:50:00,-19.4211260104,0.0,14048.4,0.0,0.0
2014-04-01 08:55:00,-20.6673790383,0.0,14247.5,0.0,0.0
2014-04-01 09:00:00,55.4642607436,0.0,14485.2,0.0,0.0
2014-04-01 09:05:00,62.4670389608,0.0,14764.1,0.0,0.0
2014-04-01 09:10:00,65.6652927348,0.0,15211.1,0.0,0.0
2014-04-01 09:15:00,54.5232043838,0.0,15271.6,0.0,0.0
2014-04-01 09:20:00,55.125946814,0.0,15504.9,0.0,0.0
2014-04-01 09:25:00,55.4836412081,0.0,16036.0,0.0,0.0
2014-04-01 09:30:00,59.1667668593,0.0,16189.7,0.0,0.0
2014-04-01 09:35:00,57.4893622192,0.0,16440.8,0.0,0.0
2014-04-01 09:40:00,63.6830418425,0.0,16588.1,0.0,0.0
2014-04-01 09:45:00,59.6854468704,0.0,16680.3,0.0,0.0
2014-04-01 09:50:00,59.8144481123,0.0,16926.9,0.0,0.0
2014-04-01 09:55:00,62.6044572159,0.0,17426.3,0.0,0.0
2014-04-01 10:00:00,73.9019285345,0.0,17543.7,0.0,0.0
2014-04-01 10:05:00,73.7687501608,0.0,17773.4,0.0,0.0
2014-04-01 10:10:00,79.9052810919,0.0,18030.7,0.0,0.0
2014-04-01 10:15:00,80.2566345367,0.0,18345.8,0.0,0.0
2014-04-01 10:20:00,68.6188613425,0.0,18469.8,0.0,0.0
2014-04-01 10:25:00,70.5856152328,0.0,18590.8,0.0,0.0
2014-04-01 10:30:00,71.6390923535,0.0,18691.6,0.0,0.0
2014-04-01 10:35:00,73.7443271251,0.0,18787.1,0.0,0.0
2014-04-01 10:40:00,72.8300108682,0.0,18835.9,0.0,0.0
2014-04-01 10:45:00,78.5615047355,0.0,19091.8,0.0,0.0
2014-04-01 10:50:00,80.9876555538,0.0,19350.3,0.0,0.0
2014-04-01 10:55:00,71.3197221318,0.0,19589.1,0.0,0.0
2014-04-01 11:00:00,80.1976041599,0.0,19843.9,0.0,0.0
2014-04-01 11:05:00,77.1062094171,0.0,20005.2,0.0,0.0
2014-04-01 11:10:00,79.2915215407,0.0,20208.7,0.0,0.0
2014-04-01 11:15:00,81.1128042138,0.0,20434.0,0.0,0.0
2014-04-01 11:20:00,85.4346211279,0.0,20659.9,0.0,0.0
2014-04-01 11:25:00,74.3259158584,0.0,20871.8,0.0,0.0
2014-04-01 11:30:00,72.658184339,0.0,21026.6,0.0,0.0
