timestamp,value,anomaly_score,label,S(t)_standard
2015-07-10 14:24:00,564,0.0,0,0.0
2015-07-10 14:38:00,730,0.0,0,0.0
2015-07-10 14:48:00,770,0.0,0,0.0
2015-07-10 15:03:00,910,1.0,0,0.0
2015-07-10 15:22:00,1035,1.0,0,0.0
2015-07-10 15:32:00,1065,1.0,0,0.0
2015-07-10 15:42:00,953,0.5,0,0.0
2015-07-10 15:52:00,1005,0.75,0,0.0
2015-07-10 16:02:00,996,1.0,0,0.0
2015-07-10 16:12:00,901,0.75,0,0.0
2015-07-10 16:22:00,939,1.0,0,0.0
2015-07-10 16:32:00,988,0.25,0,0.0
2015-07-10 16:42:00,1020,1.0,0,0.0
2015-07-10 16:52:00,876,0.0,0,0.0
2015-07-10 17:02:00,870,0.5,0,0.0
2015-07-10 17:12:00,809,0.5,0,0.0
2015-07-10 17:22:00,884,1.0,0,0.0
2015-07-10 17:32:00,926,1.0,0,0.0
2015-07-10 17:42:00,829,0.5,0,0.0
2015-07-10 18:02:00,712,1.0,0,0.0
2015-07-10 18:12:00,624,0.9545454545454546,0,0.0
2015-07-10 18:22:00,632,1.0,0,0.0
2015-07-10 18:32:00,596,1.0,0,0.0
2015-07-10 18:42:00,510,1.0,0,0.0
2015-07-10 18:52:00,526,1.0,0,0.0
2015-07-10 19:32:00,99,1.0,0,0.0
2015-07-10 19:42:00,85,1.0,0,0.0
2015-07-10 20:02:00,85,1.0,0,0.0
2015-07-10 20:12:00,87,1.0,0,0.0
2015-07-10 20:22:00,93,0.0011963887571216608,0,0.0
2015-07-10 20:42:00,57,4.4310017385827886e-05,0,0.0
2015-07-10 21:32:00,101,1.0,0,0.0
2015-07-11 10:10:00,177,0.092424149641994,0,0.0
2015-07-11 10:30:00,221,1.0,0,0.0
2015-07-11 11:00:00,332,1.0,0,0.0
2015-07-11 11:10:00,338,1.0,0,0.0
2015-07-11 11:20:00,263,0.4881427281968004,0,0.0
2015-07-11 11:30:00,304,0.3251186067234785,0,0.0
2015-07-11 11:40:00,358,1.0,0,0.0
2015-07-11 11:50:00,385,1.0,0,0.0
2015-07-11 12:00:00,397,0.3522637508610785,0,0.0
2015-07-11 12:10:00,426,0.22715623694852574,0,0.0
2015-07-11 12:20:00,461,0.11342741299248685,0,0.0
