timestamp,value,anomaly_score,prediction,label,S(t)_standard
2014-04-01 00:00:00,21.5980110405,0.142475385363,29.6827902006,0,0.0
2014-04-01 00:05:00,19.3213920476,0.0457174295805,21.9156318946,0,0.0
2014-04-01 00:10:00,21.399938142,0.0190636675033,20.3181685342,0,0.0
2014-04-01 00:15:00,18.3739156837,0.0578581003409,21.6570790363,0,0.0
2014-04-01 00:20:00,18.1674987959,0.019770298783,19.2893662622,0,0.0
2014-04-01 00:25:00,20.0161807325,0.0197290128024,18.896656043,0,0.0
2014-04-01 00:30:00,18.2386488933,0.0148602836649,19.0818970893,0,0.0
2014-04-01 00:35:00,19.5699592049,0.00761899055889,19.1376188681,0,0.0
2014-04-01 00:40:00,21.5871124675,0.0400413837772,19.3149603742,0,0.0
2014-04-01 00:45:00,18.9659321448,0.0376873506068,21.1045044042,0,0.0
2014-04-01 00:50:00,20.8239031005,0.0158229522577,19.9260281845,0,0.0
2014-04-01 00:55:00,19.2094615696,0.0237198039573,20.555444079,0,0.0
2014-04-01 01:00:00,18.179680221,0.030195610256,19.8931329687,0,0.0
2014-04-01 01:05:00,20.2267623256,0.0269620916239,18.6967958972,0,0.0
2014-04-01 01:10:00,21.3394139621,0.02272344785,20.0499697739,0,0.0
2014-04-01 01:15:00,19.6378737934,0.0249582761815,21.0541335258,0,0.0
2014-04-01 01:20:00,20.4691753058,0.000229720038357,20.482210791,0,0.0
2014-04-01 01:25:00,21.6000943906,0.0221065905439,20.3456538283,0,0.0
2014-04-01 01:30:00,21.1587780509,0.00618453454336,21.509720046,0,0.0
2014-04-01 01:35:00,18.7755055976,0.0481787794868,21.5094149768,0,0.0
2014-04-01 01:40:00,20.9335358375,0.0209260024396,19.7460878584,0,0.0
2014-04-01 01:45:00,20.0075721006,0.00823571452302,20.4749084968,0,0.0
2014-04-01 01:50:00,20.9838672315,0.00626408843387,20.6284109434,0,0.0
2014-04-01 01:55:00,19.9780622021,0.0151632523373,20.838502384,0,0.0
2014-04-01 02:00:00,18.5118326564,0.0368660461755,20.6037999185,0,0.0
2014-04-01 02:05:00,20.2796377868,0.0223319152961,19.0124111502,0,0.0
2014-04-01 02:10:00,19.9685359696,0.0039312149857,20.1916131342,0,0.0
2014-04-01 02:15:00,20.0716869346,0.00208105403355,20.1897765417,0,0.0
2014-04-01 02:20:00,21.5156098146,0.0213529168379,20.3039365377,0,0.0
2014-04-01 02:25:00,21.5793481868,0.0046842965278,21.3135373392,0,0.0
2014-04-01 02:30:00,19.8141484271,0.0329578124597,21.6843425989,0,0.0
2014-04-01 02:35:00,19.8229281651,0.0140469919416,20.6200260457,0,0.0
2014-04-01 02:40:00,20.0607478355,0.000772203898159,20.0169290526,0,0.0
2014-04-01 02:45:00,20.0783571133,0.00347992475827,20.2758257714,0,0.0
2014-04-01 02:50:00,21.8015485767,0.0259158832701,20.3309493399,0,0.0
2014-04-01 02:55:00,20.5976018695,0.0163703817235,21.5265407221,0,0.0
2014-04-01 03:00:00,19.1098279796,0.0353953330818,21.1183394887,0,0.0
2014-04-01 03:05:00,20.1261471878,0.00635222274998,19.7656897096,0,0.0
2014-04-01 03:10:00,20.5088943316,0.00690987547651,20.1167927969,0,0.0
2014-04-01 03:15:00,20.5590868841,0.000748536506319,20.6015626586,0,0.0
2014-04-01 03:20:00,20.341016905,0.00849772239612,20.8232209626,0,0.0
2014-04-01 03:25:00,18.7109446185,0.0332484739963,20.5976324066,0,0.0
2014-04-01 03:30:00,18.1343727563,0.0222753624625,19.398390297,0,0.0
2014-04-01 03:35:00,19.3513722095,0.0129854245862,18.6145130685,0,0.0
2014-04-01 03:40:00,19.7100886182,0.00790183648204,19.2616981629,0,0.0
2014-04-01 03:45:00,18.2472169583,0.0281125535142,19.842466455,0,0.0
2014-04-01 03:50:00,21.2598693521,0.0413524682234,18.9133196484,0,0.0
2014-04-01 03:55:00,19.37630975,0.0207835348555,20.5556733927,0,0.0
2014-04-01 04:00:00,21.6545309847,0.0259343156546,20.1828858005,0,0.0
2014-04-01 04:05:00,18.6176404314,0.0439372634822,21.1108645855,0,0.0
2014-04-01 04:10:00,18.2277398277,0.0292722968892,19.8887990714,0,0.0
2014-04-01 04:15:00,19.9292644175,0.0274626158696,18.3708956937,0,0.0
2014-04-01 04:20:00,18.7565173473,0.0220257213595,20.0063689801,0,0.0
2014-04-01 04:25:00,21.7495971023,0.0467590170545,19.096252276,0,0.0
2014-04-01 04:30:00,18.0412135938,0.056890721964,21.2694829693,0,0.0
2014-04-01 04:35:00,19.6504787002,0.00688116101789,19.2600065702,0,0.0
2014-04-01 04:40:00,21.7069910854,0.0419152444569,19.3285065913,0,0.0
2014-04-01 04:45:00,19.5376728269,0.0354286769799,21.5480764386,0,0.0
2014-04-01 04:50:00,18.3724371224,0.0310224661929,20.1328098881,0,0.0
2014-04-01 04:55:00,19.2115797714,0.000343256178739,19.1921016672,0,0.0
2014-04-01 05:00:00,19.9920415753,0.0166485636441,19.0473172634,0,0.0
2014-04-01 05:05:00,18.7406067494,0.0241430691505,20.110607482,0,0.0
2014-04-01 05:10:00,19.8662468206,0.00862135847745,19.3770270219,0,0.0
2014-04-01 05:15:00,21.3453727831,0.029263244893,19.6848271958,0,0.0
2014-04-01 05:20:00,21.4904718808,0.00566576017213,21.1689677863,0,0.0
2014-04-01 05:25:00,18.1970429388,0.0601433123453,21.6098808618,0,0.0
2014-04-01 05:30:00,18.6436134322,0.0137887845937,19.4260593125,0,0.0
2014-04-01 05:35:00,19.1011605431,0.00700723734747,18.7035341999,0,0.0
2014-04-01 05:40:00,20.3794634036,0.0180394585516,19.3558126292,0,0.0
2014-04-01 05:45:00,19.4439790352,0.0131483308953,20.1900823101,0,0.0
2014-04-01 05:50:00,21.3761636538,0.0237611616526,20.0278342981,0,0.0
2014-04-01 05:55:00,20.8666874731,0.00015932217367,20.8576467214,0,0.0
2014-04-01 06:00:00,18.4018240925,0.0519599635476,21.3502971173,0,0.0
