timestamp,value,anomaly_score,DTW_similarity,label,S(t)_standard
2014-02-14 14:30:00,0.132,0.0,0.0357616,0.0,0.0
2014-02-14 14:35:00,0.134,0.0,0.255279,0.0,0.0
2014-02-14 14:40:00,0.134,0.0,0.595653,0.0,0.0
2014-02-14 14:45:00,0.134,0.0,1.12862,0.0,0.0
2014-02-14 14:50:00,0.134,0.0,2.15175,0.0,0.0
2014-02-14 14:55:00,0.134,0.0,2.63492,0.0,0.0
2014-02-14 15:00:00,0.134,0.0,3.25877,0.0,0.0
2014-02-14 15:05:00,0.134,0.0,4.39355,0.0,0.0
2014-02-14 15:10:00,0.066,0.0,5.09695,0.0,0.0
2014-02-14 15:15:00,0.132,0.0,5.81645,0.0,0.0
2014-02-14 15:20:00,0.134,0.0,6.55282,0.0,0.0
2014-02-14 15:25:00,0.066,0.0,7.31145,0.0,0.0
2014-02-14 15:30:00,0.132,0.0,8.16798,0.0,0.0
2014-02-14 15:35:00,0.202,0.0,9.06573,0.0,0.0
2014-02-14 15:40:00,0.068,0.0,10.0699,0.0,0.0
2014-02-14 15:45:00,0.134,0.0,12.5749,0.0,0.0
2014-02-14 15:50:00,0.132,0.0,13.8341,0.0,0.0
2014-02-14 15:55:00,0.134,0.0,15.2005,0.0,0.0
2014-02-14 16:00:00,0.134,0.0,16.6056,0.0,0.0
2014-02-14 16:05:00,0.136,0.0,18.051,0.0,0.0
2014-02-14 16:10:00,0.132,0.0,19.5704,0.0,0.0
2014-02-14 16:15:00,0.134,0.0,21.2218,0.0,0.0
2014-02-14 16:20:00,0.134,0.0,25.9881,0.0,0.0
2014-02-14 16:25:00,0.066,0.0,27.7649,0.0,0.0
2014-02-14 16:30:00,0.134,0.0,29.7531,0.0,0.0
2014-02-14 16:35:00,0.134,0.0,31.7667,0.0,0.0
2014-02-14 16:40:00,0.066,0.0,34.0139,0.0,0.0
2014-02-14 16:45:00,0.134,0.0,36.4968,0.0,0.0
2014-02-14 16:50:00,0.134,0.0,39.1463,0.0,0.0
