timestamp,value,anomaly_score,DTW_similarity,label,S(t)_standard
2014-04-02 14:25:00,0.0,0.0,12396100.0,0.0,0.0
2014-04-02 14:30:00,0.0,0.0,39553800.0,0.0,0.0
2014-04-02 14:35:00,0.0,0.0,151843000.0,0.0,0.0
2014-04-02 14:40:00,0.0,0.0,270998000.0,0.0,0.0
2014-04-02 14:45:00,0.0,0.0,336806000.0,0.0,0.0
2014-04-02 14:50:00,0.0,0.0,345964000.0,0.0,0.0
2014-04-02 14:55:00,0.0,0.0,354452000.0,0.0,0.0
2014-04-02 15:00:00,19949200.0,0.0,334662000.0,0.0,0.0
2014-04-02 15:05:00,48951300.0,0.0,268948000.0,0.0,0.0
2014-04-02 15:10:00,431199000.0,0.0,633292000.0,0.0,0.0
2014-04-02 15:15:00,36434700.0,0.0,6774030.0,0.0,0.0
2014-04-02 15:20:00,1558940.0,0.0,39997300.0,0.0,0.0
2014-04-02 15:25:00,0.0,0.0,54694500.0,0.0,0.0
2014-04-02 15:30:00,0.0,0.0,183760000.0,0.0,0.0
2014-04-02 15:35:00,0.0,0.0,289861000.0,0.0,0.0
2014-04-02 15:40:00,0.0,0.0,317660000.0,0.0,0.0
2014-04-02 15:45:00,0.0,0.0,329047000.0,0.0,0.0
2014-04-02 15:50:00,0.0,0.0,308862000.0,0.0,0.0
2014-04-02 15:55:00,0.0,0.0,282392000.0,0.0,0.0
2014-04-02 16:00:00,0.0,0.0,163361000.0,0.0,0.0
2014-04-02 16:05:00,0.0,0.0,40124100.0,0.0,0.0
2014-04-02 16:10:00,0.0,0.0,61670600.0,0.0,0.0
2014-04-02 16:15:00,0.0,0.0,2404050.0,0.0,0.0
2014-04-02 16:20:00,0.0,0.0,54146500.0,0.0,0.0
2014-04-02 16:25:00,0.0,0.0,39780100.0,0.0,0.0
2014-04-02 16:30:00,0.0,0.0,328797000.0,0.0,0.0
2014-04-02 16:35:00,0.0,0.0,188435000.0,0.0,0.0
2014-04-02 16:40:00,0.0,0.0,135631000.0,0.0,0.0
2014-04-02 16:45:00,0.0,0.0,84981600.0,0.0,0.0
2014-04-02 16:50:00,0.0,0.0,139767000.0,0.0,0.0
2014-04-02 16:55:00,0.0,0.0,299544000.0,0.0,0.0
2014-04-02 17:00:00,0.0,0.0,315749000.0,0.0,0.0
2014-04-02 17:05:00,34572700.0,0.0,330941000.0,0.0,0.0
2014-04-02 17:10:00,323807000.0,0.0,315453000.0,0.0,0.0
2014-04-02 17:15:00,143349000.0,0.0,298239000.0,0.0,0.0
2014-04-02 17:20:00,35015100.0,0.0,140557000.0,0.0,0.0
2014-04-02 17:25:00,9830.4,0.0,121716000.0,0.0,0.0
2014-04-02 17:30:00,0.0,0.0,269824000.0,0.0,0.0
2014-04-02 17:35:00,0.0,0.0,252215000.0,0.0,0.0
2014-04-02 17:40:00,1259110.0,0.0,150855000.0,0.0,0.0
2014-04-02 17:45:00,49739400.0,0.0,47326900.0,0.0,0.0
2014-04-02 17:50:00,12263400.0,0.0,82181400.0,0.0,0.0
2014-04-02 17:55:00,0.0,0.0,31654800.0,0.0,0.0
2014-04-02 18:00:00,0.0,0.0,4493610.0,0.0,0.0
2014-04-02 18:05:00,0.0,0.0,50837100.0,0.0,0.0
2014-04-02 18:10:00,0.0,0.0,25376900.0,0.0,0.0
2014-04-02 18:15:00,43611800.0,0.0,41804400.0,0.0,0.0
2014-04-02 18:20:00,19225800.0,0.0,18788000.0,0.0,0.0
2014-04-02 18:25:00,36003000.0,0.0,87998900.0,0.0,0.0
2014-04-02 18:30:00,385991000.0,0.0,116702000.0,0.0,0.0
2014-04-02 18:35:00,107839000.0,0.0,132637000.0,0.0,0.0
2014-04-02 18:40:00,6696960.0,0.0,6405390.0,0.0,0.0
2014-04-02 18:45:00,0.0,0.0,218135000.0,0.0,0.0
2014-04-02 18:50:00,0.0,0.0,161613000.0,0.0,0.0
2014-04-02 18:55:00,0.0,0.0,194163000.0,0.0,0.0
2014-04-02 19:00:00,0.0,0.0,36887800.0,0.0,0.0
2014-04-02 19:05:00,0.0,0.0,160945000.0,0.0,0.0
2014-04-02 19:10:00,1376260.0,0.0,279466000.0,0.0,0.0
2014-04-02 19:15:00,19660.8,0.0,341166000.0,0.0,0.0
2014-04-02 19:20:00,0.0,0.0,347250000.0,0.0,0.0
2014-04-02 19:25:00,0.0,0.0,355210000.0,0.0,0.0
2014-04-02 19:30:00,0.0,0.0,335018000.0,0.0,0.0
2014-04-02 19:35:00,0.0,0.0,309766000.0,0.0,0.0
2014-04-02 19:40:00,0.0,0.0,173465000.0,0.0,0.0
2014-04-02 19:45:00,0.0,0.0,10680200.0,0.0,0.0
2014-04-02 19:50:00,0.0,0.0,110760000.0,0.0,0.0
2014-04-02 19:55:00,0.0,0.0,80363900.0,0.0,0.0
2014-04-02 20:00:00,0.0,0.0,89457200.0,0.0,0.0
2014-04-02 20:05:00,0.0,0.0,53588000.0,0.0,0.0
2014-04-02 20:10:00,0.0,0.0,82120500.0,0.0,0.0
2014-04-02 20:15:00,0.0,0.0,35111100.0,0.0,0.0
2014-04-02 20:20:00,0.0,0.0,3094770.0,0.0,0.0
2014-04-02 20:25:00,0.0,0.0,59105300.0,0.0,0.0
2014-04-02 20:30:00,0.0,0.0,31553800.0,0.0,0.0
2014-04-02 20:35:00,0.0,0.0,42995600.0,0.0,0.0
2014-04-02 20:40:00,0.0,0.0,16301400.0,0.0,0.0
2014-04-02 20:45:00,0.0,0.0,87334900.0,0.0,0.0
2014-04-02 20:50:00,0.0,0.0,123235000.0,0.0,0.0
2014-04-02 20:55:00,0.0,0.0,144744000.0,0.0,0.0
2014-04-02 21:00:00,0.0,0.0,6180980.0,0.0,0.0
2014-04-02 21:05:00,0.0,0.0,181753000.0,0.0,0.0
2014-04-02 21:10:00,0.0,0.0,286322000.0,0.0,0.0
2014-04-02 21:15:00,0.0,0.0,261087000.0,0.0,0.0
2014-04-02 21:20:00,0.0,0.0,127298000.0,0.0,0.0
2014-04-02 21:25:00,20512800.0,0.0,134097000.0,0.0,0.0
2014-04-02 21:30:00,51529300.0,0.0,154892000.0,0.0,0.0
2014-04-02 21:35:00,430348000.0,0.0,13958800.0,0.0,0.0
2014-04-02 21:40:00,36686200.0,0.0,13958800.0,0.0,0.0
2014-04-02 21:45:00,1443430.0,0.0,13958800.0,0.0,0.0
2014-04-02 21:50:00,0.0,0.0,13958800.0,0.0,0.0
2014-04-02 21:55:00,3276.8,0.0,13958800.0,0.0,0.0
2014-04-02 22:00:00,667648.0,0.0,13958800.0,0.0,0.0
2014-04-02 22:05:00,46249600.0,0.0,13958800.0,0.0,0.0
2014-04-02 22:10:00,452547000.0,0.0,13958800.0,0.0,0.0
2014-04-02 22:15:00,34741500.0,0.0,13958800.0,0.0,0.0
2014-04-02 22:20:00,3342340.0,0.0,13958800.0,0.0,0.0
2014-04-02 22:25:00,0.0,0.0,13958800.0,0.0,0.0
2014-04-02 22:30:00,20099100.0,0.0,13958800.0,0.0,0.0
2014-04-02 22:35:00,332104000.0,0.0,13958800.0,0.0,0.0
2014-04-02 22:40:00,146865000.0,0.0,13958800.0,0.0,0.0
2014-04-02 22:45:00,38238600.0,0.0,13958800.0,0.0,0.0
2014-04-02 22:50:00,28672.0,0.0,13958800.0,0.0,0.0
2014-04-02 22:55:00,0.0,0.0,13958800.0,0.0,0.0
2014-04-02 23:00:00,0.0,0.0,13958800.0,0.0,0.0
2014-04-02 23:05:00,0.0,0.0,13958800.0,0.0,0.0
2014-04-02 23:10:00,0.0,0.0,13958800.0,0.0,0.0
2014-04-02 23:15:00,0.0,0.0,13958800.0,0.0,0.0
2014-04-02 23:20:00,0.0,0.0,13958800.0,0.0,0.0
2014-04-02 23:25:00,0.0,0.0,13958800.0,0.0,0.0
2014-04-02 23:30:00,0.0,0.0,13958800.0,0.0,0.0
2014-04-02 23:35:00,0.0,0.0,13958800.0,0.0,0.0
2014-04-02 23:40:00,0.0,0.0,13958800.0,0.0,0.0
2014-04-02 23:45:00,0.0,0.0,13958800.0,0.0,0.0
2014-04-02 23:50:00,0.0,0.0,13958800.0,0.0,0.0
2014-04-02 23:55:00,0.0,0.0,13958800.0,0.0,0.0
2014-04-03 00:00:00,0.0,0.0,13958800.0,0.0,0.0
