timestamp,value,anomaly_score,DTW_similarity,label,S(t)_standard
2015-08-31 18:22:00,90,0.0,3.40501,0.0,0.0
2015-08-31 18:32:00,80,0.0,14.0933,0.0,0.0
2015-08-31 18:57:00,84,0.0,37.9556,0.0,0.0
2015-08-31 19:07:00,94,0.0,75.0855,0.0,0.0
2015-08-31 19:12:00,90,0.0,122.588,0.0,0.0
2015-08-31 19:17:00,91,0.0,181.762,0.0,0.0
2015-08-31 19:47:00,62,0.0,224.78,0.0,0.0
2015-08-31 20:12:00,96,0.0,266.953,0.0,0.0
2015-08-31 20:27:00,75,0.0,320.402,0.0,0.0
2015-08-31 20:42:00,84,0.0,374.372,0.0,0.0
2015-08-31 20:47:00,86,0.0,430.566,0.0,0.0
2015-08-31 20:52:00,93,0.0,496.708,0.0,0.0
2015-08-31 21:22:00,69,0.0,571.074,0.0,0.0
2015-08-31 21:27:00,88,0.0,649.72,0.0,0.0
2015-08-31 21:32:00,71,0.0,672.366,0.0,0.0
2015-08-31 21:47:00,74,0.0,658.045,0.0,0.0
2015-08-31 21:57:00,68,0.0,571.628,0.0,0.0
2015-08-31 22:07:00,88,0.0,602.603,0.0,0.0
2015-08-31 22:17:00,71,0.0,622.537,0.0,0.0
2015-08-31 22:22:00,87,0.0,678.607,0.0,0.0
2015-08-31 22:27:00,82,0.0,598.366,0.0,0.0
2015-08-31 23:37:00,68,0.0,634.868,0.0,0.0
2015-08-31 23:57:00,73,0.0,672.976,0.0,0.0
2015-09-01 00:07:00,69,0.0,596.077,0.0,0.0
2015-09-01 00:12:00,57,0.0,736.615,0.0,0.0
2015-09-01 00:17:00,43,0.0,672.77,0.0,0.0
2015-09-01 00:22:00,47,0.0,527.029,0.0,0.0
2015-09-01 00:47:00,73,0.0,495.709,0.0,0.0
2015-09-01 00:57:00,78,0.0,517.11,0.0,0.0
2015-09-01 01:07:00,83,0.0,502.867,0.0,0.0
2015-09-01 01:32:00,87,0.0,409.531,0.0,0.0
2015-09-01 01:52:00,77,0.0,488.927,0.0,0.0
2015-09-01 02:22:00,80,0.0,651.236,0.0,0.0
2015-09-01 02:37:00,69,0.0,698.899,0.0,0.0
2015-09-01 02:47:00,63,0.0,734.76,0.0,0.0
2015-09-01 03:02:00,78,0.0,745.925,0.0,0.0
2015-09-01 03:27:00,66,0.0,870.848,0.0,0.0
2015-09-01 03:47:00,72,0.0,1049.75,0.0,0.0
2015-09-01 03:52:00,54,0.0,1165.06,0.0,0.0
2015-09-01 04:02:00,73,0.0,1025.8,0.0,0.0
2015-09-01 04:07:00,82,0.0,1115.56,0.0,0.0
2015-09-01 04:22:00,90,0.0,1136.38,0.0,0.0
2015-09-01 04:27:00,92,0.0,1094.89,0.0,0.0
2015-09-01 04:37:00,63,0.0,1176.26,0.0,0.0
2015-09-01 04:52:00,69,0.0,1179.56,0.0,0.0
