timestamp,value,anomaly_score,prediction,label
2015-07-28 11:56:00,248,0.0147297636199,325.032293729,0
2015-07-28 12:06:00,178,0.0225948160089,296.164184331,0
2015-07-28 12:25:00,155,0.0176427721839,247.266464291,0
2015-07-28 13:56:00,121,0.0219482017213,235.782583444,0
2015-07-28 14:06:00,103,0.0137405323402,174.858907619,0
2015-07-28 14:16:00,96,0.0149475817998,174.171418188,0
2015-07-28 17:23:00,170,0.0051749008168,142.93680401,0
2015-07-28 22:03:00,168,0.00427028916213,190.332345415,0
2015-07-28 22:13:00,177,0.00364821465042,196.079080275,0
2015-07-28 22:22:00,211,0.000656159753272,207.568479159,0
2015-07-28 22:33:00,258,0.00616691310399,225.748874056,0
2015-07-28 22:43:00,191,0.0106749660149,246.826905226,0
2015-07-29 06:49:00,4416,0.802427037738,219.544655442,0
2015-07-29 07:23:00,200,0.420437515909,2398.76347345,0
2015-07-29 07:53:00,210,0.163910481615,1067.20319014,0
2015-07-29 08:13:00,197,0.0521088887748,469.514028708,0
2015-07-29 08:23:00,238,0.0459415875104,478.2608728,0
2015-07-29 08:51:00,264,0.0163815324301,349.670554562,0
2015-07-29 09:03:00,263,0.0131946320276,193.995989059,0
2015-07-29 09:13:00,237,0.00387564308163,257.268463497,0
2015-07-29 09:43:00,218,0.00989484409444,269.747099027,0
2015-07-29 10:03:00,218,0.00588952353976,248.800460818,0
2015-07-29 10:13:00,286,0.00653500040563,251.823886672,0
2015-07-29 10:17:00,287,0.00198028659287,276.643688628,0
2015-07-30 08:58:00,312,0.00179242636304,302.626141896,0
2015-07-30 09:07:00,296,0.00316010588568,312.526416247,0
2015-07-30 09:18:00,213,0.0177821741562,305.995495249,0
2015-07-30 09:28:00,189,0.0162035790673,273.739911269,0
2015-07-30 09:37:00,174,0.0110342470138,231.705838259,0
2015-07-30 09:48:00,210,0.00173242844017,219.060086768,0
2015-07-30 09:57:00,229,0.00152193333013,236.959259792,0
2015-07-30 10:18:00,226,0.00421767230301,248.057174852,0
2015-07-30 11:07:00,348,0.0190478377247,248.385459783,0
2015-07-30 12:35:00,58,0.0490878726316,314.715010549,0
2015-07-30 13:14:00,118,0.0158638100215,200.963019962,0
2015-07-30 13:38:00,121,0.00802448310817,162.965665965,0
2015-07-30 14:14:00,530,0.0684193809021,172.186936438,0
2015-07-30 14:38:00,185,0.0330461567799,357.821595876,0
2015-07-30 14:48:00,189,0.014933300324,267.096730306,0
2015-07-30 14:52:00,221,0.00278508090771,235.565146874,0
2015-07-30 15:08:00,392,0.0234465628026,269.381432632,0
2015-07-30 15:18:00,418,0.0134175034936,347.830437413,0
2015-07-30 15:27:00,603,0.0471662599961,356.334453434,0
2015-07-30 15:37:00,705,0.0415639850391,487.632689384,0
2015-07-30 15:48:00,798,0.0374316178851,602.243743615,0
2015-07-30 15:58:00,729,0.00707945930711,691.976528147,0
2015-07-30 16:08:00,863,0.03636800039,672.806147563,0
2015-07-30 16:34:00,916,0.033033137377,743.246491738,0
2015-07-30 16:55:00,652,0.0278869578534,797.840516114,0
2015-07-30 17:26:00,881,0.0387206271012,678.502607836,0
2015-07-30 18:07:00,383,0.0679735316424,738.481404207,0
2015-07-30 19:00:00,393,0.0272321995117,535.416324239,0
2015-07-30 20:48:00,29,0.077727596128,435.492267647,0
2015-07-30 21:39:00,69,0.0283621884077,217.325830922,0
2015-07-30 21:41:00,99,0.01111469475,157.126556052,0
2015-07-30 21:59:00,73,0.0149338510334,151.099610353,0
2015-07-30 22:01:00,106,0.00281595256942,120.726596506,0
2015-07-30 22:59:00,159,0.00818639860584,116.18756402,0
2015-07-30 23:48:00,110,0.0118219771178,171.825433,0
2015-07-31 06:07:00,96,0.0115673681043,156.493903397,0
2015-07-31 08:59:00,611,0.0852884328438,164.966799467,0
2015-07-31 09:09:00,1144,0.141263072367,405.236041232,0
2015-07-31 09:19:00,1321,0.105577861791,768.859105511,0
2015-07-31 09:28:00,1510,0.0966519382049,1004.53903774,0
2015-07-31 09:39:00,1623,0.0794251232559,1207.63016909,0
2015-07-31 09:49:00,1932,0.114199237705,1334.77186726,0
2015-07-31 09:59:00,2051,0.0905658212966,1577.36762355,0
2015-07-31 10:09:00,1978,0.053821432399,1696.52987621,0
2015-07-31 10:19:00,2942,0.238851558414,1692.8772116,0
2015-07-31 10:29:00,3036,0.156676185426,2216.63003267,0
2015-07-31 10:39:00,3182,0.138671094516,2456.79131641,0
2015-07-31 10:49:00,2869,0.0487321898781,2614.14510473,0
2015-07-31 10:59:00,3058,0.100427157174,2532.79576255,0
2015-07-31 11:09:00,4290,0.321510767822,2608.59406961,0
2015-07-31 11:29:00,3922,0.126946770991,3258.10605009,0
2015-07-31 11:39:00,4295,0.189300289496,3305.01564725,0
2015-07-31 11:59:00,4757,0.244711506549,3477.23142138,0
2015-07-31 12:09:00,5161,0.247725494804,3865.46915699,0
2015-07-31 12:29:00,5241,0.202390676388,4182.55680744,0
2015-07-31 12:33:00,5578,0.240493560205,4320.29002939,0
2015-07-31 16:39:00,277,0.819505765959,4562.77202626,0
2015-07-31 16:49:00,217,0.334698143563,1967.37199311,0
2015-07-31 16:59:00,226,0.12824086845,896.661695692,0
2015-07-31 17:08:00,308,0.0632657536724,638.861122121,0
2015-07-31 17:18:00,349,0.00618271369214,316.666241668,0
2015-07-31 17:41:00,230,0.0028272413345,244.785633398,0
2015-07-31 17:48:00,224,0.0114625131083,283.945542876,0
2015-07-31 18:01:00,261,0.00136952148392,268.162191053,0
2015-07-31 23:50:00,182,0.0204146704631,288.762669929,0
2015-08-01 19:09:00,162,0.0180004592732,256.13706165,0
2015-08-01 19:59:00,162,0.00969657554856,212.710213354,0
2015-08-01 20:18:00,192,0.00293714786108,207.360411925,0
2015-08-01 22:33:00,190,0.00295133405629,205.434601517,0
2015-08-01 22:45:00,201,0.00340726581917,218.818989372,0
2015-08-01 23:43:00,301,0.0130095170488,232.964085478,0
2015-08-02 05:55:00,114,0.0325322581508,284.134058509,0
2015-08-02 06:15:00,122,0.0156955280556,204.082955206,0
2015-08-02 06:35:00,111,0.0137681770401,183.003481199,0
2015-08-02 09:44:00,157,0.00513344916146,183.846416131,0
2015-08-02 10:05:00,92,0.0163776911306,177.650465705,0
2015-08-02 14:46:00,147,0.00432869416203,169.637786237,0
2015-08-02 15:26:00,154,0.00214313585739,165.207964712,0
2015-08-02 16:26:00,144,0.008942358847,190.765883765,0
2015-08-02 17:05:00,214,0.00572421213504,184.064068784,0
2015-08-02 18:46:00,147,0.0168221944531,234.975086207,0
2015-08-02 19:16:00,189,0.00053557875356,191.800917986,0
2015-08-02 19:24:00,186,0.00782391521224,226.916755373,0
2015-08-02 19:56:00,141,0.0120139422982,203.829353942,0
2015-08-02 20:56:00,186,0.00334099170632,203.472395424,0
2015-08-02 22:46:00,228,0.00341601367404,210.135261942,0
2015-08-02 23:06:00,268,0.00528020527476,240.386092936,0
2015-08-02 23:16:00,285,0.00246472572826,272.110215672,0
2015-08-02 23:26:00,320,0.00483612695252,294.708490813,0
2015-08-02 23:45:00,436,0.0269647043707,294.982595988,0
2015-08-02 23:56:00,353,0.00520840351985,380.238405188,0
