timestamp,value,anomaly_score,label,S(t)_standard
2013-10-09 16:25:00,9926554.0,0.0,0,0.0
2013-10-09 16:30:00,50745578.0,1.0,0,0.0
2013-10-09 16:35:00,61519397.0,0.6,0,0.0
2013-10-09 16:40:00,55996401.0,1.0,0,0.0
2013-10-09 16:45:00,40876988.0,1.0,0,0.0
2013-10-09 16:50:00,27578939.0,1.0,0,0.0
2013-10-09 16:55:00,21556437.0,1.0,0,0.0
2013-10-09 17:00:00,17440444.6,1.0,0,0.0
2013-10-09 17:05:00,15573374.0,1.0,0,0.0
2013-10-09 17:10:00,16861197.6,1.0,0,0.0
2013-10-09 17:15:00,15478144.6,1.0,0,0.0
2013-10-09 17:20:00,13678676.6,1.0,0,0.0
2013-10-09 17:25:00,11499313.8,1.0,0,0.0
2013-10-09 17:30:00,12124202.8,1.0,0,0.0
2013-10-09 17:35:00,9052782.8,1.0,0,0.0
2013-10-09 17:40:00,8203117.2,1.0,0,0.0
2013-10-09 17:45:00,8309003.0,0.00356220172098,0,0.0
2013-10-09 17:50:00,7288143.8,0.000374722469325,0,0.0
2013-10-09 17:55:00,8049176.2,3.84004181647e-05,0,0.0
2013-10-09 18:00:00,7444835.6,3.48693713798e-06,0,0.0
2013-10-09 18:05:00,6954155.4,2.81214924182e-07,0,0.0
2013-10-09 18:10:00,7231045.0,2.14295142764e-08,0,0.0
2013-10-09 18:15:00,8040165.8,1.61982375567e-09,0,0.0
2013-10-09 18:20:00,8041010.6,2.54803736846e-10,0,0.0
2013-10-09 18:25:00,8631127.0,4.68006863595e-11,0,0.0
2013-10-09 18:30:00,10871151.8,3.1200457573e-11,0,0.0
2013-10-09 18:35:00,12124409.6,1.61202364127e-10,0,0.0
2013-10-09 18:40:00,13318374.8,1.45602135341e-10,0,0.0
2013-10-09 18:45:00,13666994.4,3.64005338352e-11,0,0.0
2013-10-09 18:50:00,14298954.0,1.04001525243e-10,0,0.0
2013-10-09 18:55:00,12679300.0,1.35201982816e-10,0,0.0
2013-10-09 19:00:00,13892004.8,1.0,0,0.0
2013-10-09 19:05:00,14145179.8,0.696594026345,0,0.0
2013-10-09 19:10:00,13505345.2,1.0,0,0.0
2013-10-09 19:15:00,12603028.8,1.0,0,0.0
2013-10-09 19:20:00,12435453.8,0.821351001358,0,0.0
2013-10-09 19:25:00,12193640.4,1.0,0,0.0
2013-10-09 19:30:00,11542288.0,1.0,0,0.0
2013-10-09 19:35:00,11432968.6,0.610589115587,0,0.0
2013-10-09 19:40:00,12384512.2,0.459052641749,0,0.0
2013-10-09 19:45:00,11534099.6,0.933066347317,0,0.0
2013-10-09 19:50:00,14190782.8,0.303356416747,0,0.0
2013-10-09 19:55:00,10355034.8,1.0,0,0.0
2013-10-09 20:00:00,11658785.8,0.0658124792905,0,0.0
2013-10-09 20:05:00,11139206.8,0.354777595219,0,0.0
2013-10-09 20:10:00,8083117.8,0.799954431803,0,0.0
2013-10-09 20:15:00,8599227.6,0.117048384899,0,0.0
2013-10-09 20:20:00,9273135.2,0.191695995108,0,0.0
2013-10-09 20:25:00,10097324.2,0.272925388903,0,0.0
2013-10-09 20:30:00,7103913.6,0.821438437118,0,0.0
2013-10-09 20:35:00,6885343.0,0.134639955028,0,0.0
2013-10-09 20:40:00,9448017.6,0.0700941633722,0,0.0
2013-10-09 20:45:00,9151835.2,0.452656709812,0,0.0
2013-10-09 20:50:00,7744279.8,0.506977312906,0,0.0
2013-10-09 20:55:00,8781789.8,0.0878991851287,0,0.0
2013-10-09 21:00:00,8182947.4,0.503599568917,0,0.0
2013-10-09 21:05:00,8303328.2,0.20911132854,0,0.0
2013-10-09 21:10:00,7031833.4,0.375674031856,0,0.0
2013-10-09 21:15:00,8185888.6,0.108027545897,0,0.0
2013-10-09 21:20:00,8057902.0,0.319489972261,0,0.0
2013-10-09 21:25:00,7633338.0,0.299304619581,0,0.0
2013-10-09 21:30:00,6917495.8,0.313359026132,0,0.0
2013-10-09 21:35:00,6870317.0,0.269751575886,0,0.0
2013-10-09 21:40:00,7294645.6,0.191241412401,0,0.0
