timestamp,value,anomaly_score,label,S(t)_standard
2014-04-10 00:02:00,14.012,0.0,0,0.0
2014-04-10 00:07:00,13.334000000000001,0.0,0,0.0
2014-04-10 00:12:00,15.0,1.0,0,0.0
2014-04-10 00:17:00,13.998,1.0,0,0.0
2014-04-10 00:22:00,14.332,0.7447368421052631,0,0.0
2014-04-10 00:27:00,15.002,1.0,0,0.0
2014-04-10 00:32:00,13.984000000000002,1.0,0,0.0
2014-04-10 00:37:00,14.674000000000001,1.0,0,0.0
2014-04-10 00:42:00,14.668,1.0,0,0.0
2014-04-10 00:47:00,13.665999999999999,1.0,0,0.0
2014-04-10 00:52:00,13.334000000000001,0.060827998946254,0,0.0
2014-04-10 00:57:00,15.046,0.142672427964298,0,0.0
2014-04-10 01:02:00,13.332,0.0018784494488295726,0,0.0
2014-04-10 01:07:00,15.0,0.004387874241895282,0,0.0
2014-04-10 01:12:00,15.0,0.0058614348491812865,0,0.0
2014-04-10 01:17:00,14.368,0.0016867442397410987,0,0.0
2014-04-10 01:22:00,13.665999999999999,9.578933967423207e-05,0,0.0
2014-04-10 01:27:00,15.332,0.00023786483986570873,0,0.0
2014-04-10 01:32:00,14.334000000000001,6.373461166456195e-05,0,0.0
2014-04-10 01:37:00,14.335999999999999,1.71590143670455e-05,0,0.0
2014-04-10 01:42:00,14.0,2.3154942421748197e-06,0,0.0
2014-04-10 01:47:00,14.332,6.184141042966901e-07,0,0.0
2014-04-10 01:52:00,13.332,2.5305948001910597e-08,0,0.0
2014-04-10 01:57:00,14.998,1.7397839251313534e-08,0,0.0
2014-04-10 02:02:00,13.665999999999999,0.0,0,0.0
2014-04-10 02:07:00,13.67,1.8030487951361297e-07,0,0.0
2014-04-10 02:12:00,14.668,4.270378725322413e-08,0,0.0
2014-04-10 02:17:00,14.334000000000001,5.0611896003821194e-08,0,0.0
2014-04-10 02:22:00,14.304,1.2652974000955295e-08,0,0.0
2014-04-10 02:27:00,15.038,2.2142704501671767e-08,0,0.0
