timestamp,value,anomaly_score,label
2011-07-01 00:00:01,0.0819647355164,0.0,0
2011-07-01 01:00:01,0.0989722357526,1.0,0
2011-07-01 02:00:01,0.0653139485883,1.0,0
2011-07-01 03:00:01,0.0706628339533,0.0154117956621,0
2011-07-01 04:00:01,0.102490196078,0.0145116201774,0
2011-07-01 05:00:01,0.123394648829,0.00143038873732,0
2011-07-01 06:00:01,0.153045112782,9.89203829406e-05,0
2011-07-01 07:00:01,0.148321513002,0.000126618090164,0
2011-07-01 08:00:01,0.218257756563,0.001258267271,0
2011-07-01 09:00:01,0.226597938144,0.00163020791086,0
2011-07-01 10:00:01,0.174045801527,0.000692442680584,0
2011-07-01 11:00:01,0.159901960784,0.000185970319928,0
2011-07-01 12:00:01,0.145626477541,0.000340286117316,0
2011-07-01 13:00:01,0.143828571429,0.00056582459042,0
2011-07-01 14:00:01,0.136604651163,0.000605392743596,0
2011-07-01 15:00:01,0.134952494062,0.00178848052357,0
2011-07-01 16:00:01,0.112707774799,9.29851599642e-05,0
2011-07-01 17:00:01,0.103763277693,0.00191905542905,0
2011-07-01 18:00:01,0.0987147766323,0.00704906648835,0
2011-07-01 19:00:01,0.0916247582205,0.0025026856884,0
2011-07-01 20:00:01,0.0804951690821,0.0294762957086,0
2011-07-01 21:00:01,0.0845783926219,0.0106121786819,0
2011-07-01 22:00:01,0.0866643159379,0.00200412695838,0
2011-07-01 23:00:01,0.0988316679477,0.142478984365,0
2011-07-02 00:00:01,0.11795614722,0.0181795879768,0
2011-07-02 01:00:01,0.0909769230769,0.15870786239,0
2011-07-02 02:00:01,0.0843243243243,0.201026002212,0
2011-07-02 03:00:01,0.0694744820616,1.0,0
2011-07-02 04:00:01,0.0712875751503,0.402792217286,0
2011-07-02 05:00:01,0.0738199181446,1.0,0
2011-07-02 06:00:01,0.113498134328,1.0,0
2011-07-02 07:00:01,0.141458064516,1.0,0
2011-07-02 08:00:01,0.189128787879,1.0,0
2011-07-02 09:00:01,0.151339712919,0.657790733462,0
2011-07-02 10:00:01,0.155231143552,1.0,0
2011-07-02 11:00:01,0.14298245614,0.66680519238,0
2011-07-02 12:00:01,0.144218181818,0.569185917282,0
2011-07-02 13:00:01,0.143366500829,0.782188908937,0
2011-07-02 14:00:01,0.152361516035,0.52643648757,0
2011-07-02 15:00:01,0.143050228311,1.0,0
2011-07-02 16:00:01,0.102183828611,1.0,0
2011-07-02 17:00:01,0.0924731182796,0.440831612527,0
2011-07-02 18:00:01,0.0764556962025,0.0854523226988,0
2011-07-02 19:00:01,0.0743530192435,0.298154503278,0
2011-07-02 20:00:01,0.0709893842887,0.0167609511614,0
2011-07-02 21:00:01,0.0571908831909,0.566631413306,0
2011-07-02 22:00:01,0.0629096362955,0.348112193735,0
2011-07-02 23:00:01,0.065544768069,0.502254781129,0
2011-07-03 00:00:01,0.0567160161507,0.458706206873,0
2011-07-03 01:00:01,0.0587607170694,0.0167011940786,0
2011-07-03 02:00:01,0.0598788546256,0.204286097143,0
2011-07-03 03:00:01,0.0512832369942,0.0440856801553,0
2011-07-03 04:00:01,0.0591086065574,0.0713773069379,0
2011-07-03 05:00:01,0.0691399082569,0.198786382413,0
2011-07-03 06:00:01,0.091963099631,0.371450506322,0
2011-07-03 07:00:01,0.124621212121,0.115972452812,0
2011-07-03 08:00:01,0.218095238095,1.0,0
2011-07-03 09:00:01,0.172130325815,0.623687607057,0
2011-07-03 10:00:01,0.142936288089,0.558543587405,0
2011-07-03 11:00:01,0.147341389728,0.272824078513,0
2011-07-03 12:00:01,0.123138297872,0.449542565693,0
2011-07-03 13:00:01,0.123795986622,0.155682192114,0
2011-07-03 14:00:01,0.121458797327,0.225980321698,0
2011-07-03 15:00:01,0.114387596899,0.141290932108,0
2011-07-03 16:00:01,0.0894912891986,0.0448633291246,0
2011-07-03 17:00:01,0.0797851697852,0.00361854033769,0
2011-07-03 18:00:01,0.0724256756757,0.0979604964719,0
2011-07-03 19:00:01,0.0671052631579,0.0511682455399,0
2011-07-03 20:00:01,0.0625718496684,0.190188975033,0
2011-07-03 21:00:01,0.0512057335582,0.161017126435,0
2011-07-03 22:00:01,0.050217721519,0.0638558736415,0
2011-07-03 23:00:01,0.0530833333333,0.182045096477,0
2011-07-04 00:00:01,0.0454658136745,0.0592238372964,0
2011-07-04 01:00:01,0.0482011892963,0.215046759027,0
2011-07-04 02:00:01,0.0424707080998,0.432908792085,0
2011-07-04 03:00:01,0.0361947700631,0.130058693674,0
2011-07-04 04:00:01,0.0423479561316,0.109936055148,0
2011-07-04 05:00:01,0.0616081330869,0.196702916172,0
2011-07-04 06:00:01,0.0973949579832,0.111240861581,0
2011-07-04 07:00:01,0.122106918239,0.36553148122,0
2011-07-04 08:00:01,0.182614213198,0.109289510743,0
2011-07-04 09:00:01,0.176124567474,0.107219850524,0
2011-07-04 10:00:01,0.146950672646,0.358358718023,0
2011-07-04 11:00:01,0.121809045226,0.165938293616,0
2011-07-04 12:00:01,0.127351694915,0.22450336051,0
2011-07-04 13:00:01,0.111390532544,0.407527690571,0
2011-07-04 14:00:01,0.123798816568,0.437689535963,0
2011-07-04 15:00:01,0.110897571278,0.245593324216,0
2011-07-04 16:00:01,0.0864069952305,0.14962270628,0
2011-07-04 17:00:01,0.0857901085645,0.245916165693,0
2011-07-04 18:00:01,0.0712333965844,0.0830979302294,0
2011-07-04 19:00:01,0.0664840182648,0.0156397009642,0
2011-07-04 20:00:01,0.0633661075766,0.0758131866847,0
2011-07-04 21:00:01,0.0602728613569,0.0234975602298,0
2011-07-04 22:00:01,0.0604935424354,0.109808291668,0
2011-07-04 23:00:01,0.059634551495,0.0926193651171,0
2011-07-05 00:00:01,0.0555023094688,0.0744374787325,0
2011-07-05 01:00:01,0.0426701570681,0.217582194233,0
2011-07-05 02:00:01,0.0454550792719,0.011460424375,0
2011-07-05 03:00:01,0.0372700871249,0.14185198376,0
2011-07-05 04:00:01,0.0448206751055,0.203241649001,0
2011-07-05 05:00:01,0.0649965493444,0.01039219225,0
2011-07-05 06:00:01,0.0948186528497,0.088120033564,0
2011-07-05 07:00:01,0.11772173913,0.192688753469,0
2011-07-05 08:00:01,0.176833333333,0.274469393951,0
2011-07-05 09:00:01,0.146557377049,0.550009464256,0
2011-07-05 10:00:01,0.133574297189,0.0216895155412,0
2011-07-05 11:00:01,0.139591836735,0.462503538954,0
2011-07-05 12:00:01,0.113243243243,0.413191110634,0
2011-07-05 13:00:01,0.121060070671,0.192545528283,0
2011-07-05 14:00:01,0.119309210526,0.176295578392,0
2011-07-05 15:00:01,0.105715846995,0.0983828450216,0
2011-07-05 16:00:01,0.0908553546592,0.0241766588965,0
2011-07-05 17:00:01,0.0824758220503,0.0260652520952,0
2011-07-05 18:00:01,0.0744980370163,0.078162286614,0
2011-07-05 19:00:01,0.0757240204429,0.228166770129,0
2011-07-05 20:00:01,0.0704836829837,0.122822551858,0
2011-07-05 21:00:01,0.0659228486647,0.0615215038725,0
2011-07-05 22:00:01,0.0508973252804,0.293641503112,0
2011-07-05 23:00:01,0.0550694444444,0.0768885661743,0
2011-07-06 00:00:01,0.0592647765497,0.291243649431,0
2011-07-06 01:00:01,0.0506581469649,0.010165965537,0
2011-07-06 02:00:01,0.0409549982824,0.39358025095,0
2011-07-06 03:00:01,0.0354873115116,0.12946687858,0
2011-07-06 04:00:01,0.0584235976789,0.192010857602,0
2011-07-06 05:00:01,0.0979736408567,0.583077359697,0
2011-07-06 06:00:01,0.109025423729,0.214515963968,0
2011-07-06 07:00:01,0.11874025974,0.474175758897,0
2011-07-06 08:00:01,0.171501416431,0.352631758468,0
2011-07-06 09:00:01,0.177857142857,0.428987297803,0
2011-07-06 10:00:01,0.138678414097,0.504540074932,0
2011-07-06 11:00:01,0.140806451613,0.181866163514,0
2011-07-06 12:00:01,0.153417721519,0.386830143088,0
2011-07-06 13:00:01,0.11140070922,0.680393285423,0
2011-07-06 14:00:01,0.114154929577,0.152860450017,0
2011-07-06 15:00:01,0.117304261645,0.0580905689533,0
2011-07-06 16:00:01,0.0871753246753,0.0811670064056,0
2011-07-06 17:00:01,0.0905656934307,0.236280576419,0
2011-07-06 18:00:01,0.0828233970754,0.0902449994603,0
2011-07-06 19:00:01,0.0885174625802,0.283468021367,0
2011-07-06 20:00:01,0.0849336128581,0.0776768267755,0
2011-07-06 21:00:01,0.0927850877193,0.327128946517,0
2011-07-06 22:00:01,0.080655983976,0.0275645308183,0
2011-07-06 23:00:01,0.0737714285714,0.126993701943,0
2011-07-07 00:00:01,0.0589785227868,0.304724401718,0
2011-07-07 01:00:01,0.0518829376035,0.0916836604739,0
2011-07-07 02:00:01,0.0399152920196,0.216589203852,0
2011-07-07 03:00:01,0.0365565345081,0.054583593891,0
