Detector,Profile,File,Threshold,Score,TP,TN,FP,FN,Total_Count
TSA_MA,standard,realTraffic/TravelTime_451.csv,0.977368164063,-1.0,0,1621,0,217,2162
TSA_MA,standard,artificialNoAnomaly/art_daily_perfect_square_wave.csv,0.977368164063,-2.64,0,3404,24,0,4032
TSA_MA,standard,realKnownCause/ambient_temperature_system_failure.csv,0.977368164063,-2.11,0,5790,1,726,7267
TSA_MA,standard,realTraffic/speed_t4013.csv,0.977368164063,-0.126585575612,3,1871,0,247,2495
TSA_MA,standard,realAdExchange/exchange-4_cpc_results.csv,0.977368164063,-1.13387115179,1,1232,0,164,1643
TSA_MA,standard,artificialWithAnomaly/art_daily_nojump.csv,0.977368164063,-1.22,0,3023,2,403,4032
TSA_MA,standard,realKnownCause/machine_temperature_system_failure.csv,0.977368164063,-2.14209776851,1,19677,0,2267,22695
TSA_MA,standard,artificialWithAnomaly/art_daily_jumpsup.csv,0.977368164063,0.532056101573,1,3025,0,402,4032
TSA_MA,standard,realAWSCloudwatch/ec2_cpu_utilization_53ea38.csv,0.977368164063,-0.937048340915,1,3026,0,401,4032
TSA_MA,standard,realAdExchange/exchange-2_cpm_results.csv,0.977368164063,-0.937513462649,1,1219,0,161,1624
TSA_MA,standard,realAWSCloudwatch/ec2_network_in_257a54.csv,0.977368164063,0.851668124615,1,3025,0,402,4032
TSA_MA,standard,artificialWithAnomaly/art_increase_spike_density.csv,0.977368164063,-2.25102438364,4,2995,30,399,4032
TSA_MA,standard,realAdExchange/exchange-4_cpm_results.csv,0.977368164063,-2.13176321244,1,1233,0,163,1643
TSA_MA,standard,realAdExchange/exchange-3_cpc_results.csv,0.977368164063,-1.16245340262,1,1155,0,152,1538
TSA_MA,standard,realTweets/Twitter_volume_GOOG.csv,0.977368164063,-1.79235250659,1,13660,0,1431,15842
TSA_MA,standard,realTweets/Twitter_volume_CVS.csv,0.977368164063,-1.40068937124,1,13577,0,1525,15853
TSA_MA,standard,realKnownCause/nyc_taxi.csv,0.977368164063,-3.19343899238,1,8535,0,1034,10320
TSA_MA,standard,realAdExchange/exchange-3_cpm_results.csv,0.977368164063,0.862098587352,2,1155,0,151,1538
TSA_MA,standard,realAWSCloudwatch/ec2_cpu_utilization_5f5533.csv,0.977368164063,-0.35099824357,1,3026,0,401,4032
TSA_MA,standard,realTweets/Twitter_volume_KO.csv,0.977368164063,-1.13953718203,1,13514,0,1586,15851
TSA_MA,standard,realKnownCause/ec2_request_latency_system_failure.csv,0.977368164063,-1.13759635579,1,3082,0,345,4032
TSA_MA,standard,realTraffic/occupancy_t4013.csv,0.977368164063,-0.137389239886,1,1875,0,249,2500
TSA_MA,standard,realAWSCloudwatch/grok_asg_anomaly.csv,0.977368164063,-1.13793096429,1,3463,0,464,4621
TSA_MA,standard,realTweets/Twitter_volume_AMZN.csv,0.977368164063,-2.13931041578,1,13501,0,1579,15831
TSA_MA,standard,realAWSCloudwatch/ec2_cpu_utilization_24ae8d.csv,0.977368164063,-0.138449197924,1,3026,0,401,4032
TSA_MA,standard,artificialNoAnomaly/art_flatline.csv,0.977368164063,0.0,0,3428,0,0,4032
TSA_MA,standard,realAWSCloudwatch/ec2_disk_write_bytes_c0d644.csv,0.977368164063,-1.24714812266,1,3022,1,404,4032
TSA_MA,standard,realAWSCloudwatch/ec2_disk_write_bytes_1ef3de.csv,0.977368164063,-1.22,0,3546,2,473,4730
TSA_MA,standard,realAWSCloudwatch/ec2_cpu_utilization_fe7f93.csv,0.977368164063,-3.11,0,3022,1,405,4032
